event,age,probs
W6,1365,4.19E-05
W6,1375,1.37E-05
W6,1385,2.81E-06
W6,1395,3.95E-07
W6,1405,4.74E-08
W6,1415,3.82E-09
W6,1425,1.39E-10
W6,1435,3.89E-12
W6,1445,4.27E-13
W6,1455,5.75E-14
W6,1465,4.11E-15
W6,1475,1.41E-16
W6,1485,4.33E-18
W6,1495,2.04E-19
W6,1505,8.66E-21
W6,1515,9.78E-23
W6,1525,4.60E-24
W6,1535,0
W6,1545,0
W6,1555,0
W6,1565,0
PCT,1205,0
PCT,1215,0
PCT,1225,2.24E-10
PCT,1235,3.16E-08
PCT,1245,1.68E-07
PCT,1255,4.90E-07
PCT,1265,1.26E-06
PCT,1275,1.03E-05
PCT,1285,1.44E-04
PCT,1295,1.60E-03
PCT,1305,1.03E-02
PCT,1315,4.01E-02
PCT,1325,9.93E-02
PCT,1335,0.1681
PCT,1345,0.2231
PCT,1355,0.2311
PCT,1365,0.1672
PCT,1375,5.51E-02
PCT,1385,3.66E-03
PCT,1395,1.52E-04
PCT,1405,1.79E-06
PCT,1415,0
W5,1305,0
W5,1315,0
W5,1325,0
W5,1335,0
W5,1345,0
W5,1355,0
W5,1365,0
W5,1375,0
W5,1385,0
W5,1395,0
W5,1405,0
W5,1415,0
W5,1425,0
W5,1435,4.78E-04
W5,1445,8.68E-03
W5,1455,4.83E-02
W5,1465,0.1284
W5,1475,0.1775
W5,1485,0.1877
W5,1495,0.1912
W5,1505,0.1486
W5,1515,7.55E-02
W5,1525,2.62E-02
W5,1535,6.40E-03
W5,1545,1.01E-03
W5,1555,8.30E-05
W5,1565,2.56E-06
W5,1575,0
W5,1585,0
W5,1595,0
W5,1605,0
W5,1615,0
W5,1625,0
W5,1635,0
W5,1645,0
W5,1655,0
W5,1665,0
W5,1675,0
W5,1685,0
W5,1695,0
W5,1705,0
W5,1715,0
W5,1725,0
W5,1735,0
W5,1745,0
W5,1755,0
W5,1765,0
W5,1775,0
W5,1785,0
W5,1795,0
W5,1805,0
W5,1815,0
W4,1405,0
W4,1415,0
W4,1425,0
W4,1435,0
W4,1445,0
W4,1455,0
W4,1465,0
W4,1475,0
W4,1485,0
W4,1495,0
W4,1505,3.55E-03
W4,1515,6.70E-02
W4,1525,0.261
W4,1535,0.3835
W4,1545,0.194
W4,1555,3.99E-02
W4,1565,1.94E-02
W4,1575,1.62E-02
W4,1585,1.12E-02
W4,1595,4.31E-03
W4,1605,0
W4,1615,0
W4,1625,0
W4,1635,0
W4,1645,0
W4,1655,0
W4,1665,0
W4,1675,0
W4,1685,0
W4,1695,0
W4,1705,0
W4,1715,0
W4,1725,0
W4,1735,0
W4,1745,0
W4,1755,0
W4,1765,0
W4,1775,0
W4,1785,0
W4,1795,0
W4,1805,0
W4,1815,0
W3,1445,0
W3,1455,0
W3,1465,0
W3,1475,0
W3,1485,0
W3,1495,0
W3,1505,0
W3,1515,0
W3,1525,0
W3,1535,0
W3,1545,3.55E-12
W3,1555,1.85E-10
W3,1565,2.23E-09
W3,1575,4.08E-08
W3,1585,1.15E-06
W3,1595,1.41E-05
W3,1605,7.00E-05
W3,1615,2.20E-04
W3,1625,6.12E-04
W3,1635,2.35E-03
W3,1645,1.18E-02
W3,1655,4.95E-02
W3,1665,0.1322
W3,1675,0.2065
W3,1685,0.2173
W3,1695,0.1673
W3,1705,0.1122
W3,1715,6.89E-02
W3,1725,3.10E-02
W3,1735,0
W3,1745,0
W3,1755,0
W3,1765,0
W3,1775,0
W3,1785,0
W3,1795,0
W3,1805,0
W3,1815,0
W1812,1812,1
W1857,1857,1
